id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,s_edu,s_political,s_hukou,s_work_exper,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,F,Z,q
1486,4,1,21,63,99,2015/7/18 17:23,1,41,1,1,1,5,4,40000,1,75,0,0,0,0,0,0,0,0,1,177,170,5,5,5,2,1,5,2,2,5,5,1,1,5,5,2,3,3,3,3,5,5,5,1,4,5,4,2,2,2,4,5,4,7,6,1,1,1,2,2,50000,3,4,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,19,39,6,1,2,1,3,1,1,1,1,15,2,1,4,2,36000,5,1,4,4,5,5,1,4,1,5,1,5,90,90,80,70,90,90,90,90,90,1,2,-2
1487,3,1,18,51,84,2015/7/27 16:02,1,58,1,1,1,6,4,62000,4,100,0,1,0,0,0,0,0,0,0,173,110,5,4,4,1,1,4,4,1,5,1,1,1,5,3,3,5,4,4,5,5,5,5,5,3,3,2,2,2,1,4,5,5,5,3,1,1,1,2,2,62000,2,3,2,2,0,1,0,0,0,0,0,0,0,2,0,0,3,34,56,6,1,1,5,2,1,9,1,1,2,2,2,5,4,80000,5,5,5,4,5,5,2,5,3,3,1,5,90,90,90,90,90,90,80,90,90,0,0,-2
1488,3,2,29,83,126,2015/7/21 17:55,1,43,1,1,1,4,4,14000,4,120,0,1,0,0,0,0,0,0,0,168,145,2,4,5,1,1,5,5,1,5,1,1,1,5,4,1,5,4,1,5,2,5,5,5,4,4,4,2,2,1,1,2,1,3,1,1,1,1,2,2,12000,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,20,45,4,1,1,3,3,1,2,1,1,2,2,1,5,2,20000,5,3,3,3,5,5,3,3,3,3,1,5,80,40,60,60,60,60,60,60,70,1,1,2
1489,3,1,4,7,17,2015/10/6 18:04,1,58,1,1,1,4,2,35000,1,55,0,1,0,0,0,0,0,0,0,163,130,5,4,4,2,2,1,2,1,5,2,2,1,5,2,5,5,4,4,2,1,5,5,4,3,3,3,6,5,3,4,6,6,6,3,1,1,1,2,2,80000,3,3,1,2,0,0,1,0,0,0,0,0,0,0,2,0,3,34,53,6,1,2,5,4,1,2,1,1,2,2,2,5,3,60000,4,4,4,4,5,4,2,4,3,4,2,4,95,95,60,90,80,80,60,80,80,0,0,-5
1490,3,1,7,18,35,2015/8/14 9:37,1,62,1,1,1,4,2,25000,1,22,0,0,0,0,0,0,0,0,1,171,170,3,5,5,2,1,5,3,1,5,1,1,1,5,4,1,5,3,4,1,1,5,5,5,4,5,2,3,5,2,4,5,4,4,2,5,1,1,2,2,60000,2,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,41,61,2,1,2,5,1,1,2,1,1,15,2,2,4,3,50000,3,3,4,4,5,4,3,4,4,4,2,3,80,70,80,80,80,80,70,80,80,1,-1,-1
1491,3,1,1,1,6,2015/8/17 18:46,2,31,1,1,1,13,4,100000,4,53,0,1,0,0,0,0,0,0,0,164,120,5,5,5,2,3,2,2,3,3,4,4,1,3,3,2,3,3,4,3,4,4,5,3,2,2,2,4,5,1,4,5,4,6,5,1,1,2,2,2,200000,4,4,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,3,29,13,4,2,1,4,1,1,3,1,15,2,2,3,2,200000,4,3,5,4,4,4,3,4,3,3,2,2,5,6,6,8,7,8,9,8,8,1,1,2
1492,4,2,9,20,42,2015/7/5 8:48,1,88,1,0,1,5,4,0,1,87,0,1,0,0,0,0,0,0,0,176,113,3,4,4,1,1,3,3,2,4,1,1,1,5,3,3,4,4,4,3,5,5,5,5,2,3,1,6,5,1,4,2,4,3,3,4,1,2,2,2,19000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,67,88,3,1,4,5,2,1,9,1,1,2,2,1,3,2,10000,4,5,5,4,5,4,3,4,1,2,1,3,100,95,90,90,95,90,90,90,90,-2,1,0
1493,3,2,18,53,87,2015/7/15 10:54,2,43,1,1,1,4,4,10000,1,220,0,1,0,0,0,0,0,0,0,160,110,3,3,3,1,1,2,2,2,3,2,1,2,5,4,4,4,3,3,4,4,4,4,4,3,3,2,3,3,1,4,4,3,4,3,3,1,1,2,2,30000,4,3,1,2,0,1,0,0,0,0,0,0,0,2,0,2,3,21,42,4,1,1,1,6,1,1,3,1,2,2,2,4,2,30000,4,3,4,3,5,4,3,4,4,3,3,4,80,80,80,80,80,80,80,80,80,1,0,1
1494,3,1,27,79,119,2015/7/25 17:39,1,51,1,1,1,9,4,50000,4,104,0,1,1,0,0,0,0,0,0,174,155,4,4,4,2,1,4,4,2,5,2,2,1,5,4,2,5,2,4,4,1,5,5,3,1,3,2,3,3,1,4,5,5,5,5,1,1,1,2,2,100000,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,3,27,48,11,4,2,1,1,4,3,1,1,15,2,2,4,1,50000,5,3,4,3,5,5,4,4,4,4,3,4,85,60,85,75,80,70,90,70,60,0,0,-3
1495,4,2,31,86,129,2015/8/19 9:57,1,67,1,1,1,1,1,0,1,63,0,0,0,1,0,0,0,0,0,167,95,1,1,4,1,1,1,1,3,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,5,1,7,7,1,4,5,4,5,3,4,1,1,2,2,10000,4,1,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,0,63,3,1,1,4,3,1,2,1,1,2,3,1,1,2,30000,3,1,1,1,1,4,1,4,1,3,1,5,0,70,100,70,70,100,70,70,100,1,0,-4
1496,2,2,21,62,98,2015/7/15 10:37,2,50,1,1,1,1,1,0,1,100,0,0,0,0,0,0,0,0,1,155,125,2,4,4,1,3,1,1,1,4,1,1,1,5,3,5,5,3,3,3,5,5,5,5,3,3,1,1,2,2,2,1,1,2,1,5,1,1,2,2,20000,4,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,28,51,4,1,1,1,1,1,2,1,1,2,3,2,3,2,20000,4,3,3,2,5,4,3,3,3,3,2,4,70,70,50,60,50,60,70,60,60,0,1,-1
1497,3,2,29,82,124,2015/7/21 19:27,1,66,1,1,1,3,4,10000,1,40,0,1,1,0,0,0,0,0,0,167,110,4,4,4,1,1,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,2,3,2,4,5,1,4,5,3,6,2,3,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,4,1,0,3,41,60,3,1,1,3,1,1,2,1,1,2,2,1,4,2,20000,5,5,5,5,5,4,3,4,4,3,2,5,80,80,60,80,80,80,80,70,80,2,1,-6
1498,4,1,4,7,21,2015/10/12 10:43,2,30,1,1,3,13,4,200000,4,45,0,0,0,0,0,0,0,0,1,165,129,5,5,5,5,1,2,2,2,2,5,1,2,3,3,3,3,3,2,4,3,2,2,1,2,4,4,7,3,3,3,5,3,7,7,1,1,2,2,2,300000,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,36,13,4,5,1,12,4,1,12,4,1,2,2,4,2,50000,3,3,4,4,4,4,4,4,2,3,2,1,80,80,70,70,70,70,70,75,70,2,2,-6
1499,4,2,24,72,112,2015/8/5 8:10,2,74,1,0,1,1,1,1200,1,200,0,1,1,0,0,0,0,0,0,150,110,4,4,4,4,1,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,4,4,1,1,5,1,5,4,4,4,1,4,1,1,2,2,1200,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,7,53,74,4,0,1,3,1,1,2,1,1,2,3,2,4,2,7000,5,5,5,5,5,4,5,4,5,3,4,5,80,80,80,80,30,90,90,80,30,0,0,0
1500,3,1,13,36,67,2015/9/10 18:25,2,42,1,1,1,9,4,60000,1,90,0,0,1,0,0,0,0,0,0,160,116,4,3,3,2,1,2,2,2,2,4,4,3,4,4,4,4,3,2,2,4,5,3,1,2,3,3,6,4,5,4,6,4,7,5,1,1,1,2,2,40000,4,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,17,46,12,4,2,1,7,4,1,7,4,1,2,1,2,3,100000,3,3,2,2,3,3,3,3,3,3,2,3,80,70,70,80,70,80,80,90,80,2,1,-4
1501,1,1,27,80,120,2015/7/28 19:57,1,45,3,1,1,3,4,30000,1,50,0,0,0,0,0,0,0,0,1,170,160,5,5,5,1,3,2,2,2,5,4,1,1,5,4,4,5,4,3,4,5,5,5,2,2,4,1,6,3,6,4,3,3,5,1,1,1,2,2,2,30000,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,6,22,45,4,0,1,3,1,1,2,1,1,2,3,2,4,3,50000,3,2,4,3,2,4,1,2,2,1,1,2,55,60,70,80,50,50,70,80,80,0,2,0
1502,2,2,28,81,122,2015/8/2 12:19,2,69,1,1,1,1,1,2000,1,90,0,0,0,1,0,0,0,0,0,160,100,3,3,3,1,1,2,2,2,5,2,2,1,5,3,4,4,4,4,5,4,4,4,5,4,3,2,4,4,2,3,4,3,4,4,4,1,2,2,2,10000,4,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,48,73,3,1,1,3,3,1,2,1,1,2,2,1,3,2,30000,3,3,4,3,4,3,4,3,4,3,4,3,80,80,80,70,80,70,90,70,70,1,0,-4
1503,3,2,6,13,29,2015/8/6 17:47,1,42,1,1,2,8,4,50000,1,90,0,1,1,0,0,0,0,0,0,165,130,4,5,4,1,1,2,2,2,4,1,1,1,5,2,4,5,4,2,3,5,5,5,5,3,3,2,1,2,2,4,6,5,6,2,1,1,1,2,2,70000,5,3,1,2,0,1,0,0,0,0,0,0,0,0,2,2,3,13,43,4,1,1,1,3,1,2,1,1,2,2,1,4,2,6000,5,4,5,5,5,4,3,4,4,3,2,4,70,80,80,80,70,80,80,80,70,1,0,1
1504,3,1,16,45,76,2015/7/25 11:14,2,42,1,1,1,3,4,10000,1,80,0,0,1,0,0,0,0,0,0,170,130,5,4,4,2,1,1,1,1,4,1,1,1,5,3,5,5,2,2,5,1,5,4,5,4,3,2,1,1,1,4,5,5,5,5,1,1,2,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,26,51,4,1,2,5,3,1,2,1,1,2,2,2,4,2,100000,4,4,4,4,5,4,3,3,3,3,2,5,80,80,80,80,70,80,80,80,80,0,0,-9
1505,3,2,26,74,114,2015/8/7 17:04,2,45,1,1,1,3,4,7000,1,110,0,1,1,0,0,0,0,0,0,155,97,4,4,4,1,1,1,1,1,4,1,1,1,5,4,5,5,4,3,5,4,5,2,5,4,3,1,1,6,2,4,5,4,6,2,3,1,1,2,2,20000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1,3,0,46,4,1,1,3,4,1,2,1,1,2,2,2,3,2,50000,4,4,4,4,4,5,3,3,4,3,2,5,60,30,30,50,50,40,30,50,50,1,1,-1
1506,4,2,10,27,50,2015/7/29 15:57,2,56,1,1,1,3,4,10000,1,100,0,1,1,0,0,0,0,0,0,165,140,5,5,2,1,2,1,1,1,3,2,1,3,5,3,1,5,4,4,4,2,5,5,5,2,4,1,5,5,1,4,4,4,6,3,2,1,1,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,35,56,4,1,1,2,3,1,2,1,1,2,3,1,5,3,30000,5,5,4,4,5,4,4,5,5,3,1,3,60,70,60,80,60,70,80,80,80,0,2,0
1507,4,1,7,18,38,2015/8/1 13:26,1,59,1,1,1,6,4,30000,1,55,0,1,0,0,0,0,0,0,0,175,150,5,4,3,5,1,2,1,5,5,1,1,1,5,5,4,5,4,4,5,4,5,5,5,2,4,1,7,5,1,4,5,3,5,3,1,1,1,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,33,56,4,1,5,5,1,1,5,1,1,15,3,2,4,3,40000,4,3,4,4,5,5,3,5,4,3,1,4,90,90,80,80,80,90,80,80,90,2,0,-3
1508,2,2,6,14,30,2015/8/7 13:05,2,68,1,1,1,1,1,2000,1,200,0,0,1,0,0,0,0,0,0,156,90,1,2,3,1,1,1,1,1,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,2,2,1,3,3,1,2,3,3,3,3,3,1,1,2,2,10000,4,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,0,69,3,1,1,3,14,1,2,14,1,2,2,2,3,2,50000,4,3,3,3,5,2,2,3,2,2,1,5,65,70,70,70,70,85,80,70,70,0,0,-1
1509,3,1,22,66,106,2015/7/10 14:11,1,58,1,1,1,6,4,50000,4,61,0,0,0,0,0,0,0,0,1,169,130,1,1,3,4,1,2,2,2,5,1,1,1,4,5,4,4,5,4,1,1,5,5,5,1,5,2,3,3,1,4,5,7,5,2,5,1,1,2,2,200000,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,3,35,58,3,1,1,6,3,1,2,3,1,2,2,3,4,2,100000,4,3,3,3,3,3,3,4,3,3,1,4,90,90,90,90,90,90,90,90,90,-2,0,0
1510,0,2,5,10,26,2015/7/31 10:55,2,53,1,1,1,3,2,0,1,120,0,0,0,1,0,0,0,0,0,163,130,2,2,2,2,1,1,1,1,4,1,1,1,5,4,5,5,5,1,1,1,5,3,5,1,2,3,3,3,1,1,2,1,2,1,6,2,2,2,2,20000,4,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,31,61,3,1,1,6,3,1,13,1,1,12,3,3,2,4,100000,1,1,1,1,1,4,1,1,3,1,1,5,100,90,100,0,20,30,20,60,70,1,0,-8
1511,3,1,29,82,125,2015/7/24 12:21,2,59,1,1,1,1,1,12000,1,18,0,1,1,0,0,0,0,0,0,155,120,3,3,3,1,1,2,2,1,5,1,1,2,5,5,3,5,4,3,5,5,5,5,5,3,3,1,2,2,1,2,1,1,1,1,3,1,1,2,2,24000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,46,59,3,1,1,3,1,1,2,1,1,15,2,2,4,4,80000,5,1,5,1,5,4,1,5,1,1,1,4,80,80,80,80,80,80,80,80,80,0,0,0
1512,3,1,12,32,60,2015/8/1 10:59,2,79,1,1,1,1,1,18000,1,140,0,0,0,1,0,0,0,0,0,155,95,4,2,4,1,1,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,1,4,1,3,3,1,2,6,3,9,1,4,1,1,2,2,36000,2,4,0,2,0,1,0,0,0,0,0,0,0,4,2,0,3,56,77,3,1,1,4,1,1,2,1,1,2,2,2,4,2,18000,3,2,2,2,3,3,2,2,2,2,2,2,70,80,50,50,50,70,80,40,50,3,3,2
1513,3,2,16,45,76,2015/7/24 10:24,1,63,1,1,3,3,2,6000,1,40,0,0,0,0,0,0,1,0,0,157,110,2,2,3,1,1,1,1,1,4,1,3,1,5,3,5,5,4,4,4,5,5,5,5,4,3,1,1,1,1,3,5,4,6,3,4,1,1,2,2,10000,3,3,2,1,0,1,0,0,0,0,0,0,0,2,1,0,2,0,63,4,1,1,4,1,4,3,1,1,2,2,1,4,3,30000,4,4,4,4,5,4,2,3,3,4,2,3,60,80,50,80,50,60,100,70,30,1,1,0
1514,3,1,18,53,87,2015/7/16 18:06,2,51,1,1,1,1,1,3000,1,200,0,0,1,0,0,0,0,0,0,155,100,5,4,4,1,1,1,1,2,4,1,1,1,5,3,5,5,4,4,2,2,5,5,5,3,4,1,2,3,1,4,4,2,6,2,4,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,29,52,6,1,1,1,3,1,2,1,1,2,2,2,4,3,25000,4,3,4,3,5,4,3,4,3,2,2,4,70,70,80,85,70,90,85,60,75,2,2,-1
1515,3,1,19,59,95,2015/7/16 10:35,2,51,1,1,1,3,2,25000,1,80,0,0,1,0,0,0,0,0,0,162,95,4,4,4,2,1,2,2,2,4,4,4,1,4,4,3,5,4,4,1,2,5,5,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,50000,3,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,3,26,50,4,1,2,1,3,1,2,1,1,2,2,2,3,2,60000,5,3,5,3,5,5,5,4,4,3,3,5,60,60,60,70,70,70,70,70,70,0,0,1
1516,4,1,19,57,92,2015/7/17 19:27,1,24,1,0,2,10,4,100000,4,90,0,0,0,0,0,0,0,0,1,177,174,5,4,4,2,1,3,2,4,3,4,3,3,4,3,4,2,3,3,4,3,2,4,3,3,4,2,4,3,4,4,6,5,7,6,1,1,1,2,2,100000,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,13,4,1,12,1,1,2,1,3,2,200000,4,3,2,3,3,4,3,2,3,3,4,3,70,80,75,70,70,80,75,65,70,1,1,0
1517,3,2,24,72,112,2015/8/2 11:43,1,51,1,0,1,4,4,30000,1,80,0,0,0,0,1,0,0,0,0,162,110,3,5,3,1,1,1,1,1,4,2,1,1,5,5,5,5,4,3,5,5,5,5,2,4,3,3,2,2,1,4,4,3,5,1,1,1,1,2,2,30000,2,3,0,2,0,1,0,0,0,0,0,0,0,1,1,0,3,27,48,1,1,1,4,1,1,2,1,1,2,2,1,3,3,40000,3,3,2,2,5,3,2,5,4,4,1,5,80,80,40,80,40,70,60,60,70,1,1,-3
1518,2,1,9,20,42,2015/7/11 11:21,2,49,1,1,1,3,4,30000,1,140,0,1,1,0,0,0,0,0,0,175,180,4,4,4,1,1,2,2,2,5,3,2,1,5,2,4,5,5,2,4,4,5,5,4,4,3,1,2,2,1,4,4,3,5,4,1,1,1,2,2,60000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,12,59,6,1,2,1,1,1,2,1,1,2,2,2,4,2,50000,5,4,4,4,4,4,4,4,4,4,2,3,90,85,85,85,80,70,70,80,90,1,1,-10
1519,3,1,1,1,2,2015/8/28 9:57,1,50,1,1,1,9,4,0,1,39,0,1,0,0,0,0,0,0,0,172,132,2,3,5,2,1,4,4,4,4,4,1,2,4,5,1,4,3,3,2,1,4,5,1,2,4,2,7,3,1,3,6,4,6,3,1,1,1,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,14,44,10,1,2,1,3,1,16,3,1,5,2,2,3,2,10000,5,4,4,4,4,4,2,3,2,4,1,4,80,80,80,80,80,80,80,80,80,2,0,-6
1520,3,1,1,1,4,2015/9/2 16:33,1,45,1,1,1,9,4,36000,4,47,0,1,0,0,0,0,0,0,0,168,145,3,5,5,2,1,2,2,2,2,5,2,4,5,3,3,5,4,4,2,1,5,5,1,2,5,1,5,5,1,3,5,3,5,2,1,1,2,2,2,36000,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,6,22,45,4,0,1,3,10,1,16,3,1,16,3,2,3,3,100000,3,3,3,3,3,2,3,3,1,1,1,3,90,85,70,78,85,78,90,85,85,2,0,0
1521,3,2,18,51,84,2015/7/28 13:54,1,65,1,1,1,1,1,5000,1,200,0,1,0,0,0,0,0,0,0,176,110,2,2,3,1,1,1,1,1,5,1,1,1,5,2,5,5,4,5,5,5,5,5,5,1,4,1,3,3,1,2,5,4,6,1,3,1,1,2,2,10000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,0,64,1,1,1,3,1,1,2,1,1,2,2,1,3,2,50000,4,4,4,4,5,4,3,4,3,3,3,4,70,60,60,70,70,70,80,80,75,1,1,-1
1522,3,2,16,44,75,2015/7/25 11:23,2,51,1,1,1,1,1,0,1,270,0,1,0,0,0,0,0,0,0,158,110,4,5,5,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,4,1,1,6,1,3,3,2,4,2,4,1,1,2,2,30000,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,28,52,3,1,1,1,1,1,2,1,1,2,3,2,3,3,50000,4,3,3,3,4,3,2,4,4,4,1,4,90,60,60,80,80,70,80,80,80,1,1,-1
1523,3,1,13,36,67,2015/9/8 19:27,2,73,1,0,7,1,1,12000,1,98,0,0,0,0,0,0,0,0,1,155,116,4,4,4,2,1,4,2,2,4,1,1,1,5,2,5,5,1,2,5,1,5,5,5,4,4,1,2,2,1,4,7,7,7,6,5,1,1,2,2,12000,1,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,7,56,73,4,0,1,3,3,1,2,3,1,1,3,3,3,3,50000,4,3,3,3,4,3,3,4,3,3,2,4,60,70,60,60,60,60,80,70,80,0,0,0
1524,4,2,2,5,12,2015/8/8 10:05,1,34,1,1,1,3,2,3500,1,120,0,1,0,0,0,0,0,0,0,172,130,4,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6,6,1,4,3,2,5,2,3,1,2,2,2,9000,4,1,1,2,0,1,0,0,0,0,0,0,0,0,2,2,3,10,34,3,1,1,3,1,1,2,1,1,2,3,1,4,2,50000,4,4,4,4,4,4,3,3,3,3,2,5,80,70,80,80,80,80,80,80,80,1,2,0
1525,4,1,26,75,115,2015/8/4 14:47,2,59,1,1,1,3,2,0,1,40,0,0,0,0,0,0,0,0,1,162,113,4,4,5,1,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,1,1,4,3,4,5,2,4,1,1,1,2,16000,1,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,34,61,4,1,1,1,1,1,2,1,1,2,2,2,2,2,30000,4,4,4,4,5,5,3,4,4,4,4,2,100,70,70,70,60,70,65,70,80,-1,2,-2
1526,3,1,15,39,70,2015/7/10 15:00,2,83,1,1,1,1,1,980,1,102,1,0,0,0,0,0,0,0,0,158,121,2,3,3,8,2,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,3,1,7,6,1,3,5,4,5,3,6,1,1,2,2,40000,1,2,1,2,0,1,0,0,0,0,0,0,0,0,6,0,7,0,83,4,0,1,3,1,1,16,1,1,16,3,2,4,2,50000,4,3,4,4,4,4,2,4,3,3,1,2,80,70,70,70,70,70,60,70,70,1,0,0
1527,4,1,31,87,131,2015/8/18 17:45,1,40,1,0,1,3,4,0,1,79,0,0,1,0,0,0,0,0,0,172,165,5,5,3,2,1,1,1,1,5,2,1,1,5,3,5,5,3,2,2,5,5,5,2,3,4,1,6,2,2,3,5,5,8,2,5,2,2,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,13,37,4,1,2,5,3,1,8,1,1,15,2,3,2,1,150000,5,2,2,2,3,3,2,5,4,3,1,5,80,80,90,60,50,80,90,80,80,0,3,-3
1528,3,2,17,49,82,2015/7/27 15:41,1,43,1,1,1,4,4,18000,1,160,0,0,0,0,1,0,0,0,0,166,145,5,5,4,1,1,1,1,1,5,2,1,1,5,4,5,5,4,4,5,1,5,5,4,3,2,1,4,4,1,1,4,3,5,2,1,1,1,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,21,42,4,1,1,3,4,1,2,1,1,2,3,3,4,3,60000,5,4,4,4,3,5,1,4,4,4,1,5,80,90,70,60,60,90,90,80,60,1,1,-1
1529,4,1,10,27,49,2015/7/26 9:26,1,60,1,0,2,6,4,45000,1,60,0,1,0,0,0,0,0,0,0,170,140,3,3,3,2,3,4,2,4,4,3,2,1,4,4,3,5,4,4,4,3,5,5,5,3,3,1,5,6,6,4,5,3,6,4,5,1,1,2,2,110000,3,3,2,2,0,1,0,0,0,0,0,0,0,0,1,0,3,38,58,4,1,2,5,1,1,2,1,1,2,2,2,4,2,50000,4,4,4,4,4,4,4,4,3,3,4,4,100,95,90,90,90,90,80,90,90,2,1,-2
1530,3,2,2,5,12,2015/8/8 10:15,1,60,1,0,3,3,2,8000,1,130,0,1,0,0,0,0,0,0,0,170,140,4,3,4,1,1,1,1,3,4,1,1,3,5,4,5,5,4,3,5,3,5,5,5,3,4,1,4,4,1,4,4,5,3,4,3,1,1,2,2,24000,4,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,42,61,1,1,1,4,1,1,2,1,1,2,2,2,3,3,50000,3,4,3,3,5,4,3,3,4,3,2,4,70,80,60,70,70,80,70,70,70,-1,-1,1
1531,3,1,12,32,55,2015/9/11 18:53,2,41,1,1,1,6,4,0,1,70,0,0,0,0,0,0,0,0,1,162,120,3,5,5,4,3,3,2,1,4,4,3,1,4,2,4,5,4,3,2,1,5,5,1,1,2,2,3,3,3,2,3,1,5,1,5,1,1,1,1,100000,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,19,46,6,1,4,1,6,1,1,3,1,2,3,3,2,2,200000,2,2,4,4,4,3,2,2,2,2,2,3,10,10,10,10,10,20,10,20,10,2,2,-5
1532,3,2,23,68,108,2015/10/3 7:46,2,45,1,1,3,1,1,5000,1,180,0,0,1,0,0,0,0,0,0,160,120,3,2,3,1,1,1,1,1,3,1,1,1,5,4,5,5,4,3,5,4,5,3,5,2,4,1,3,5,1,4,5,1,4,1,3,1,1,2,2,10000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,1,3,26,58,4,1,1,2,1,1,16,1,1,13,3,1,4,2,30000,2,2,2,2,2,2,1,4,2,2,1,4,100,100,70,70,50,100,70,60,100,4,-1,-13
1533,3,1,2,3,10,2015/7/23 20:14,2,61,4,0,3,1,1,5000,1,40,0,0,1,0,0,0,0,0,0,160,100,3,4,4,1,1,1,1,1,4,1,1,1,5,2,5,5,2,3,1,4,5,4,5,4,3,2,2,3,1,4,4,2,8,3,1,1,1,2,2,20000,2,2,3,2,0,1,0,0,0,0,0,0,0,2,0,0,3,38,63,3,1,1,3,4,4,2,1,1,2,3,2,2,3,150000,4,4,4,4,4,4,3,3,3,3,2,4,80,80,80,80,80,80,80,80,80,2,4,-2
1534,2,1,1,1,8,2015/8/31 14:30,2,28,1,1,1,12,4,40000,4,50,0,0,0,0,1,0,0,0,0,168,100,5,4,5,2,2,5,4,5,5,5,5,1,4,3,1,3,3,3,2,2,4,5,1,4,4,3,6,6,3,3,2,4,5,1,1,1,1,2,2,126000,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,4,0,1,3,9,1,4,1,1,12,2,3,4,3,6000,4,4,4,4,4,4,2,4,2,3,1,3,90,80,60,70,70,80,80,60,80,-2,3,0
1535,2,2,6,13,29,2015/8/6 17:03,1,41,1,1,1,4,4,30000,1,120,0,1,0,0,0,0,0,0,0,168,110,3,3,3,1,1,2,2,2,5,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,3,2,3,3,3,1,2,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,26,40,3,1,1,3,1,1,2,1,1,2,2,2,3,2,50000,3,3,4,3,3,2,2,3,2,3,2,3,80,80,80,80,80,70,80,80,90,1,0,-1
